year;age;catch;catch_weight;smb;stock_weight;maturity;smh;M
1909;10;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;1,00000000000000e+00;NA;0,2
1909;11;0,00000000000000e+00;4000,0000000000000;NA;5741,0000000000000;1,00000000000000e+00;NA;0,2
1909;12;0,00000000000000e+00;4000,0000000000000;NA;6171,0000000000000;1,00000000000000e+00;NA;0,2
1909;13;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;1,00000000000000e+00;NA;0,2
1909;14;0,00000000000000e+00;4000,0000000000000;NA;5213,0000000000000;1,00000000000000e+00;NA;0,2
1909;15;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1909;16;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1909;17;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1909;18;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1909;19;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1909;20;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1909;21;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1909;22;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1910;0;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1910;1;0,00000000000000e+00;4000,0000000000000;NA;37,0000000000000;0,00000000000000e+00;NA;0,2
1910;2;0,00000000000000e+00;4000,0000000000000;NA;185,0000000000000;8,00000000000000e-02;NA;0,2
1910;3;0,00000000000000e+00;4000,0000000000000;NA;481,0000000000000;3,01000000000000e-01;NA;0,2
1910;4;0,00000000000000e+00;4000,0000000000000;NA;910,0000000000000;5,39000000000000e-01;NA;0,2
1910;5;0,00000000000000e+00;4000,0000000000000;NA;1409,0000000000000;7,22000000000000e-01;NA;0,2
1910;6;0,00000000000000e+00;4000,0000000000000;NA;1968,0000000000000;8,21000000000000e-01;NA;0,2
1910;7;0,00000000000000e+00;4000,0000000000000;NA;2496,0000000000000;8,68000000000000e-01;NA;0,2
1910;8;0,00000000000000e+00;4000,0000000000000;NA;3077,0000000000000;9,04000000000000e-01;NA;0,2
1910;9;0,00000000000000e+00;4000,0000000000000;NA;3300,0000000000000;9,63000000000000e-01;NA;0,2
1910;10;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;1,00000000000000e+00;NA;0,2
1910;11;0,00000000000000e+00;4000,0000000000000;NA;5741,0000000000000;1,00000000000000e+00;NA;0,2
1910;12;0,00000000000000e+00;4000,0000000000000;NA;6171,0000000000000;1,00000000000000e+00;NA;0,2
1910;13;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;1,00000000000000e+00;NA;0,2
1910;14;0,00000000000000e+00;4000,0000000000000;NA;5213,0000000000000;1,00000000000000e+00;NA;0,2
1910;15;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1910;16;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1910;17;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1910;18;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1910;19;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1910;20;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1910;21;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1910;22;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1911;0;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;NA;NA;0,2
1911;1;0,00000000000000e+00;4000,0000000000000;NA;37,0000000000000;0,00000000000000e+00;NA;0,2
1911;2;0,00000000000000e+00;4000,0000000000000;NA;185,0000000000000;8,00000000000000e-02;NA;0,2
1911;3;0,00000000000000e+00;4000,0000000000000;NA;481,0000000000000;3,01000000000000e-01;NA;0,2
1911;4;0,00000000000000e+00;4000,0000000000000;NA;910,0000000000000;5,39000000000000e-01;NA;0,2
1911;5;0,00000000000000e+00;4000,0000000000000;NA;1409,0000000000000;7,22000000000000e-01;NA;0,2
1911;6;0,00000000000000e+00;4000,0000000000000;NA;1968,0000000000000;8,21000000000000e-01;NA;0,2
1911;7;0,00000000000000e+00;4000,0000000000000;NA;2496,0000000000000;8,68000000000000e-01;NA;0,2
1911;8;0,00000000000000e+00;4000,0000000000000;NA;3077,0000000000000;9,04000000000000e-01;NA;0,2
1911;9;0,00000000000000e+00;4000,0000000000000;NA;3300,0000000000000;9,63000000000000e-01;NA;0,2
1911;10;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;1,00000000000000e+00;NA;0,2
1911;11;0,00000000000000e+00;4000,0000000000000;NA;5741,0000000000000;1,00000000000000e+00;NA;0,2
1911;12;0,00000000000000e+00;4000,0000000000000;NA;6171,0000000000000;1,00000000000000e+00;NA;0,2
1911;13;0,00000000000000e+00;4000,0000000000000;NA;4000,0000000000000;1,00000000000000e+00;NA;0,2
